srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,srx_design,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR3536649,GSM2155548_r1,SRX1770376,FALSE,301629835,0,101,GSM2155548,GSM2155548: ARF_ecoli-ZmARF5_Zm_2; Zea mays; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM2155548,,,other,GENOMIC,OTHER
SRR2926262,GSM1925192_r1,SRX1412172,FALSE,2085568,0,100,GSM1925192,GSM1925192: C2C2dof_tnt.DAG2_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925192,,,other,GENOMIC,OTHER
SRR2926261,GSM1925191_r1,SRX1412171,FALSE,6480195,0,100,GSM1925191,GSM1925191: C2C2dof_tnt.DAG2_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925191,,,other,GENOMIC,OTHER
SRR2926260,GSM1925190_r1,SRX1412170,FALSE,3969088,0,130,GSM1925190,GSM1925190: C2C2dof_tnt.COG1_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925190,,,other,GENOMIC,OTHER
SRR2926259,GSM1925189_r1,SRX1412169,FALSE,3322932,0,100,GSM1925189,GSM1925189: C2C2dof_tnt.COG1_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925189,,,other,GENOMIC,OTHER
SRR2926258,GSM1925188_r1,SRX1412168,FALSE,4255267,0,100,GSM1925188,GSM1925188: C2C2dof_tnt.CDF3_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925188,,,other,GENOMIC,OTHER
SRR2926257,GSM1925187_r1,SRX1412167,FALSE,2928755,0,100,GSM1925187,GSM1925187: C2C2dof_tnt.CDF3_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925187,,,other,GENOMIC,OTHER
SRR2926256,GSM1925186_r1,SRX1412166,FALSE,35518811,0,100,GSM1925186,GSM1925186: C2C2dof_tnt.At5g62940_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925186,,,other,GENOMIC,OTHER
SRR2926255,GSM1925185_r1,SRX1412165,FALSE,8002262,0,100,GSM1925185,GSM1925185: C2C2dof_tnt.At4g38000_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925185,,,other,GENOMIC,OTHER
SRR2926254,GSM1925184_r1,SRX1412164,FALSE,2957133,0,100,GSM1925184,GSM1925184: C2C2dof_tnt.At4g38000_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925184,,,other,GENOMIC,OTHER
SRR2926253,GSM1925183_r1,SRX1412163,FALSE,4813950,0,100,GSM1925183,GSM1925183: C2C2dof_tnt.At3g45610_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925183,,,other,GENOMIC,OTHER
SRR2926252,GSM1925182_r1,SRX1412162,FALSE,6888399,0,100,GSM1925182,GSM1925182: C2C2dof_tnt.At3g45610_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925182,,,other,GENOMIC,OTHER
SRR2926251,GSM1925181_r1,SRX1412161,FALSE,6947679,0,100,GSM1925181,GSM1925181: C2C2dof_tnt.At1g64620_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925181,,,other,GENOMIC,OTHER
SRR2926250,GSM1925180_r1,SRX1412160,TRUE,2105896,2105896,200,GSM1925180,GSM1925180: C2C2dof_tnt.At1g64620_100ng20cy_b; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925180,,,other,GENOMIC,OTHER
SRR2926249,GSM1925179_r1,SRX1412159,FALSE,56417066,0,100,GSM1925179,GSM1925179: C2C2dof_tnt.Adof1_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925179,,,other,GENOMIC,OTHER
SRR2926248,GSM1925178_r1,SRX1412158,FALSE,6192204,0,100,GSM1925178,GSM1925178: C2C2dof_tnt.Adof1_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925178,,,other,GENOMIC,OTHER
SRR2926247,GSM1925177_r1,SRX1412157,FALSE,7925540,0,100,GSM1925177,GSM1925177: C2C2dof_tnt.AT5G66940_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925177,,,other,GENOMIC,OTHER
SRR2926246,GSM1925176_r1,SRX1412156,FALSE,8277804,0,100,GSM1925176,GSM1925176: C2C2dof_tnt.AT5G66940_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925176,,,other,GENOMIC,OTHER
SRR2926245,GSM1925175_r1,SRX1412155,FALSE,40361405,0,100,GSM1925175,GSM1925175: C2C2dof_tnt.AT5G02460_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925175,,,other,GENOMIC,OTHER
SRR2926244,GSM1925174_r1,SRX1412154,FALSE,4907048,0,100,GSM1925174,GSM1925174: C2C2dof_tnt.AT5G02460_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925174,,,other,GENOMIC,OTHER
SRR2926243,GSM1925173_r1,SRX1412153,FALSE,1673335,0,100,GSM1925173,GSM1925173: C2C2dof_tnt.AT3G52440_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925173,,,other,GENOMIC,OTHER
SRR2926242,GSM1925172_r1,SRX1412152,FALSE,11637795,0,100,GSM1925172,GSM1925172: C2C2dof_tnt.AT3G52440_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925172,,,other,GENOMIC,OTHER
SRR2926241,GSM1925171_r1,SRX1412151,FALSE,10018241,0,100,GSM1925171,GSM1925171: C2C2dof_tnt.AT2G28810_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925171,,,other,GENOMIC,OTHER
SRR2926240,GSM1925170_r1,SRX1412150,FALSE,8139033,0,100,GSM1925170,GSM1925170: C2C2dof_tnt.AT2G28810_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925170,,,other,GENOMIC,OTHER
SRR2926239,GSM1925169_r1,SRX1412149,FALSE,10344874,0,100,GSM1925169,GSM1925169: C2C2dof_tnt.AT1G69570_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925169,,,other,GENOMIC,OTHER
SRR2926238,GSM1925168_r1,SRX1412148,FALSE,8588044,0,100,GSM1925168,GSM1925168: C2C2dof_tnt.AT1G69570_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925168,,,other,GENOMIC,OTHER
SRR2926237,GSM1925167_r1,SRX1412147,FALSE,637517,0,100,GSM1925167,GSM1925167: C2C2dof_tnt.AT1G47655_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925167,,,other,GENOMIC,OTHER
SRR2926236,GSM1925166_r1,SRX1412146,FALSE,5387431,0,100,GSM1925166,GSM1925166: C2C2dof_tnt.AT1G47655_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925166,,,other,GENOMIC,OTHER
SRR2926235,GSM1925165_r1,SRX1412145,FALSE,6757813,0,100,GSM1925165,GSM1925165: C2C2YABBY_tnt.CRC_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925165,,,other,GENOMIC,OTHER
SRR2926234,GSM1925164_r1,SRX1412144,FALSE,2787045,0,100,GSM1925164,GSM1925164: C2C2YABBY_tnt.CRC_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925164,,,other,GENOMIC,OTHER
SRR2926233,GSM1925163_r1,SRX1412143,FALSE,2133040,0,100,GSM1925163,GSM1925163: C2C2COlike_tnt.AT5G59990_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925163,,,other,GENOMIC,OTHER
SRR2926232,GSM1925162_r1,SRX1412142,FALSE,4958102,0,100,GSM1925162,GSM1925162: C2C2COlike_tnt.AT5G59990_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925162,,,other,GENOMIC,OTHER
SRR2926231,GSM1925161_r1,SRX1412141,FALSE,6945762,0,100,GSM1925161,GSM1925161: C2C2COlike_tnt.AT4G27900_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925161,,,other,GENOMIC,OTHER
SRR2926230,GSM1925160_r1,SRX1412140,FALSE,1231655,0,100,GSM1925160,GSM1925160: BZR_tnt.BZR1_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925160,,,other,GENOMIC,OTHER
SRR2926229,GSM1925159_r1,SRX1412139,FALSE,1958272,0,100,GSM1925159,GSM1925159: BZR_tnt.At4g36780_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925159,,,other,GENOMIC,OTHER
SRR2926228,GSM1925158_r1,SRX1412138,FALSE,6371901,0,100,GSM1925158,GSM1925158: BZR_tnt.At4g36780_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925158,,,other,GENOMIC,OTHER
SRR2926227,GSM1925157_r1,SRX1412137,FALSE,1607496,0,100,GSM1925157,GSM1925157: BZR_tnt.At4g18890_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925157,,,other,GENOMIC,OTHER
SRR2926226,GSM1925156_r1,SRX1412136,FALSE,2711453,0,100,GSM1925156,GSM1925156: BZR_tnt.At4g18890_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925156,,,other,GENOMIC,OTHER
SRR2926225,GSM1925155_r1,SRX1412135,FALSE,1843231,0,100,GSM1925155,GSM1925155: BZR_tnt.At1g78700_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925155,,,other,GENOMIC,OTHER
SRR2926224,GSM1925154_r1,SRX1412134,FALSE,7115090,0,100,GSM1925154,GSM1925154: BZR_tnt.At1g78700_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925154,,,other,GENOMIC,OTHER
SRR2926223,GSM1925153_r1,SRX1412133,FALSE,4381199,0,130,GSM1925153,GSM1925153: BSD_tnt.AT1G10720_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925153,,,other,GENOMIC,OTHER
SRR2926222,GSM1925152_r1,SRX1412132,FALSE,5579092,0,100,GSM1925152,GSM1925152: BES1_tnt.BAM8_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925152,,,other,GENOMIC,OTHER
SRR2926221,GSM1925151_r1,SRX1412131,FALSE,1707227,0,100,GSM1925151,GSM1925151: BES1_tnt.BAM8_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925151,,,other,GENOMIC,OTHER
SRR2926220,GSM1925150_r1,SRX1412130,FALSE,3236625,0,100,GSM1925150,GSM1925150: BBRBPC_tnt.BPC6_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925150,,,other,GENOMIC,OTHER
SRR2926219,GSM1925149_r1,SRX1412129,FALSE,1298060,0,100,GSM1925149,GSM1925149: BBRBPC_tnt.BPC5_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925149,,,other,GENOMIC,OTHER
SRR2926218,GSM1925148_r1,SRX1412128,FALSE,3521651,0,100,GSM1925148,GSM1925148: BBRBPC_tnt.BPC5_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925148,,,other,GENOMIC,OTHER
SRR2926217,GSM1925147_r1,SRX1412127,FALSE,9073869,0,100,GSM1925147,GSM1925147: BBRBPC_tnt.BPC1_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925147,,,other,GENOMIC,OTHER
SRR2926216,GSM1925146_r1,SRX1412126,FALSE,3363722,0,100,GSM1925146,GSM1925146: BBRBPC_tnt.BPC1_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925146,,,other,GENOMIC,OTHER
SRR2926215,GSM1925145_r1,SRX1412125,FALSE,1335253,0,100,GSM1925145,GSM1925145: ARID_tnt.At3g13350_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925145,,,other,GENOMIC,OTHER
SRR2926214,GSM1925144_r1,SRX1412124,FALSE,996769,0,100,GSM1925144,GSM1925144: ARID_tnt.At1g76110_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925144,,,other,GENOMIC,OTHER
SRR2926213,GSM1925143_r1,SRX1412123,FALSE,6679107,0,100,GSM1925143,GSM1925143: ARID_tnt.At1g76110_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925143,,,other,GENOMIC,OTHER
SRR2926212,GSM1925142_r1,SRX1412122,FALSE,3169752,0,100,GSM1925142,GSM1925142: ARID_tnt.AT2G17410_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925142,,,other,GENOMIC,OTHER
SRR2926211,GSM1925141_r1,SRX1412121,FALSE,8841103,0,100,GSM1925141,GSM1925141: ARID_tnt.AT1G20910_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925141,,,other,GENOMIC,OTHER
SRR2926210,GSM1925140_r1,SRX1412120,FALSE,1555991,0,100,GSM1925140,GSM1925140: ARID_tnt.AT1G04880_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925140,,,other,GENOMIC,OTHER
SRR2926209,GSM1925139_r1,SRX1412119,FALSE,8982012,0,100,GSM1925139,GSM1925139: ARID_tnt.AT1G04880_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925139,,,other,GENOMIC,OTHER
SRR2926208,GSM1925138_r1,SRX1412118,FALSE,9964872,0,100,GSM1925138,GSM1925138: ARF_tnt.ARF2_col_v31; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925138,,,other,GENOMIC,OTHER
SRR2926207,GSM1925137_r1,SRX1412117,TRUE,2818585,2818585,200,GSM1925137,GSM1925137: ARF_tnt.ARF16_col_b; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925137,,,other,GENOMIC,OTHER
SRR2926206,GSM1925136_r1,SRX1412116,FALSE,1020486,0,100,GSM1925136,GSM1925136: AP2EREBP_tnt.TINY_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925136,,,other,GENOMIC,OTHER
SRR2926205,GSM1925135_r1,SRX1412115,FALSE,5989546,0,130,GSM1925135,GSM1925135: AP2EREBP_tnt.SHN3_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925135,,,other,GENOMIC,OTHER
SRR2926204,GSM1925134_r1,SRX1412114,FALSE,4569749,0,100,GSM1925134,GSM1925134: AP2EREBP_tnt.Rap210_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925134,,,other,GENOMIC,OTHER
SRR2926203,GSM1925133_r1,SRX1412113,FALSE,1958819,0,100,GSM1925133,GSM1925133: AP2EREBP_tnt.Rap210_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925133,,,other,GENOMIC,OTHER
SRR2926202,GSM1925132_r1,SRX1412112,FALSE,2233520,0,100,GSM1925132,GSM1925132: AP2EREBP_tnt.RRTF1_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925132,,,other,GENOMIC,OTHER
SRR2926201,GSM1925131_r1,SRX1412111,FALSE,3794439,0,100,GSM1925131,GSM1925131: AP2EREBP_tnt.RRTF1_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925131,,,other,GENOMIC,OTHER
SRR2926200,GSM1925130_r1,SRX1412110,FALSE,1079848,0,100,GSM1925130,GSM1925130: AP2EREBP_tnt.RAP26_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925130,,,other,GENOMIC,OTHER
SRR2926199,GSM1925129_r1,SRX1412109,FALSE,5792301,0,100,GSM1925129,GSM1925129: AP2EREBP_tnt.RAP26_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925129,,,other,GENOMIC,OTHER
SRR2926198,GSM1925128_r1,SRX1412108,FALSE,2653800,0,100,GSM1925128,GSM1925128: AP2EREBP_tnt.RAP212_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925128,,,other,GENOMIC,OTHER
SRR2926197,GSM1925127_r1,SRX1412107,FALSE,2116774,0,100,GSM1925127,GSM1925127: AP2EREBP_tnt.RAP211_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925127,,,other,GENOMIC,OTHER
SRR2926196,GSM1925126_r1,SRX1412106,FALSE,4114843,0,100,GSM1925126,GSM1925126: AP2EREBP_tnt.RAP211_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925126,,,other,GENOMIC,OTHER
SRR2926195,GSM1925125_r1,SRX1412105,FALSE,2438293,0,100,GSM1925125,GSM1925125: AP2EREBP_tnt.RAP21_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925125,,,other,GENOMIC,OTHER
SRR2926194,GSM1925124_r1,SRX1412104,FALSE,3218385,0,100,GSM1925124,GSM1925124: AP2EREBP_tnt.RAP21_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925124,,,other,GENOMIC,OTHER
SRR2926193,GSM1925123_r1,SRX1412103,FALSE,993136,0,100,GSM1925123,GSM1925123: AP2EREBP_tnt.PUCHI_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925123,,,other,GENOMIC,OTHER
SRR2926192,GSM1925122_r1,SRX1412102,FALSE,10519566,0,100,GSM1925122,GSM1925122: AP2EREBP_tnt.PUCHI_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925122,,,other,GENOMIC,OTHER
SRR2926191,GSM1925121_r1,SRX1412101,FALSE,5306360,0,100,GSM1925121,GSM1925121: AP2EREBP_tnt.PLT3_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925121,,,other,GENOMIC,OTHER
SRR2926190,GSM1925120_r1,SRX1412100,FALSE,2001621,0,100,GSM1925120,GSM1925120: AP2EREBP_tnt.PLT1_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925120,,,other,GENOMIC,OTHER
SRR2926189,GSM1925119_r1,SRX1412099,FALSE,10103368,0,100,GSM1925119,GSM1925119: AP2EREBP_tnt.PLT1_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925119,,,other,GENOMIC,OTHER
SRR2926188,GSM1925118_r1,SRX1412098,FALSE,2267765,0,100,GSM1925118,GSM1925118: AP2EREBP_tnt.LEP_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925118,,,other,GENOMIC,OTHER
SRR2926187,GSM1925117_r1,SRX1412097,FALSE,808416,0,100,GSM1925117,GSM1925117: AP2EREBP_tnt.ESE3_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925117,,,other,GENOMIC,OTHER
SRR2926186,GSM1925116_r1,SRX1412096,FALSE,4133322,0,100,GSM1925116,GSM1925116: AP2EREBP_tnt.ESE3_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925116,,,other,GENOMIC,OTHER
SRR2926185,GSM1925115_r1,SRX1412095,FALSE,2666230,0,130,GSM1925115,GSM1925115: AP2EREBP_tnt.ESE1_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925115,,,other,GENOMIC,OTHER
SRR2926184,GSM1925114_r1,SRX1412094,FALSE,4721272,0,100,GSM1925114,GSM1925114: AP2EREBP_tnt.ESE1_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925114,,,other,GENOMIC,OTHER
SRR2926183,GSM1925113_r1,SRX1412093,FALSE,8440417,0,130,GSM1925113,GSM1925113: AP2EREBP_tnt.ERF9_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925113,,,other,GENOMIC,OTHER
SRR2926182,GSM1925112_r1,SRX1412092,FALSE,5113645,0,100,GSM1925112,GSM1925112: AP2EREBP_tnt.ERF9_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925112,,,other,GENOMIC,OTHER
SRR2926181,GSM1925111_r1,SRX1412091,FALSE,2525507,0,130,GSM1925111,GSM1925111: AP2EREBP_tnt.ERF8_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925111,,,other,GENOMIC,OTHER
SRR2926180,GSM1925110_r1,SRX1412090,FALSE,3580080,0,100,GSM1925110,GSM1925110: AP2EREBP_tnt.ERF8_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925110,,,other,GENOMIC,OTHER
SRR2926179,GSM1925109_r1,SRX1412089,FALSE,3902894,0,100,GSM1925109,GSM1925109: AP2EREBP_tnt.ERF73_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925109,,,other,GENOMIC,OTHER
SRR2926178,GSM1925108_r1,SRX1412088,FALSE,7662812,0,100,GSM1925108,GSM1925108: AP2EREBP_tnt.ERF73_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925108,,,other,GENOMIC,OTHER
SRR2926177,GSM1925107_r1,SRX1412087,FALSE,3219086,0,100,GSM1925107,GSM1925107: AP2EREBP_tnt.ERF7_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925107,,,other,GENOMIC,OTHER
SRR2926176,GSM1925106_r1,SRX1412086,FALSE,5540288,0,100,GSM1925106,GSM1925106: AP2EREBP_tnt.ERF7_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925106,,,other,GENOMIC,OTHER
SRR2926175,GSM1925105_r1,SRX1412085,FALSE,2768552,0,100,GSM1925105,GSM1925105: AP2EREBP_tnt.ERF5_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925105,,,other,GENOMIC,OTHER
SRR2926174,GSM1925104_r1,SRX1412084,FALSE,6310186,0,100,GSM1925104,GSM1925104: AP2EREBP_tnt.ERF5_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925104,,,other,GENOMIC,OTHER
SRR2926173,GSM1925103_r1,SRX1412083,FALSE,2705300,0,100,GSM1925103,GSM1925103: AP2EREBP_tnt.ERF48_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925103,,,other,GENOMIC,OTHER
SRR2926172,GSM1925102_r1,SRX1412082,FALSE,2062598,0,100,GSM1925102,GSM1925102: AP2EREBP_tnt.ERF4_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925102,,,other,GENOMIC,OTHER
SRR2926171,GSM1925101_r1,SRX1412081,FALSE,6103310,0,100,GSM1925101,GSM1925101: AP2EREBP_tnt.ERF4_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925101,,,other,GENOMIC,OTHER
